filename,label,crop,disease,original_folder,path
image-00013.jpg,pepper_bell_bacterial_spot,pepper,bell_bacterial_spot,Pepper__bell___Bacterial_spot,PlantVillage_processed/pepper_bell_bacterial_spot/image-00013.jpg
image-00014.jpg,pepper_bell_bacterial_spot,pepper,bell_bacterial_spot,Pepper__bell___Bacterial_spot,PlantVillage_processed/pepper_bell_bacterial_spot/image-00014.jpg
image-00015.jpg,pepper_bell_bacterial_spot,pepper,bell_bacterial_spot,Pepper__bell___Bacterial_spot,PlantVillage_processed/pepper_bell_bacterial_spot/image-00015.jpg
image-00016.jpg,pepper_bell_bacterial_spot,pepper,bell_bacterial_spot,Pepper__bell___Bacterial_spot,PlantVillage_processed/pepper_bell_bacterial_spot/image-00016.jpg
image-00017.jpg,pepper_bell_bacterial_spot,pepper,bell_bacterial_spot,Pepper__bell___Bacterial_spot,PlantVillage_processed/pepper_bell_bacterial_spot/image-00017.jpg
image-00018.jpg,pepper_bell_bacterial_spot,pepper,bell_bacterial_spot,Pepper__bell___Bacterial_spot,PlantVillage_processed/pepper_bell_bacterial_spot/image-00018.jpg
image-00019.jpg,pepper_bell_bacterial_spot,pepper,bell_bacterial_spot,Pepper__bell___Bacterial_spot,PlantVillage_processed/pepper_bell_bacterial_spot/image-00019.jpg
image-00020.jpg,pepper_bell_bacterial_spot,pepper,bell_bacterial_spot,Pepper__bell___Bacterial_spot,PlantVillage_processed/pepper_bell_bacterial_spot/image-00020.jpg
image-00021.jpg,pepper_bell_bacterial_spot,pepper,bell_bacterial_spot,Pepper__bell___Bacterial_spot,PlantVillage_processed/pepper_bell_bacterial_spot/image-00021.jpg
image-00022.jpg,pepper_bell_bacterial_spot,pepper,bell_bacterial_spot,Pepper__bell___Bacterial_spot,PlantVillage_processed/pepper_bell_bacterial_spot/image-00022.jpg
image-00023.jpg,pepper_bell_bacterial_spot,pepper,bell_bacterial_spot,Pepper__bell___Bacterial_spot,PlantVillage_processed/pepper_bell_bacterial_spot/image-00023.jpg
image-00024.jpg,pepper_bell_bacterial_spot,pepper,bell_bacterial_spot,Pepper__bell___Bacterial_spot,PlantVillage_processed/pepper_bell_bacterial_spot/image-00024.jpg
image-00025.jpg,pepper_bell_bacterial_spot,pepper,bell_bacterial_spot,Pepper__bell___Bacterial_spot,PlantVillage_processed/pepper_bell_bacterial_spot/image-00025.jpg
image-00026.jpg,pepper_bell_bacterial_spot,pepper,bell_bacterial_spot,Pepper__bell___Bacterial_spot,PlantVillage_processed/pepper_bell_bacterial_spot/image-00026.jpg
image-00027.jpg,pepper_bell_bacterial_spot,pepper,bell_bacterial_spot,Pepper__bell___Bacterial_spot,PlantVillage_processed/pepper_bell_bacterial_spot/image-00027.jpg
image-00028.jpg,pepper_bell_bacterial_spot,pepper,bell_bacterial_spot,Pepper__bell___Bacterial_spot,PlantVillage_processed/pepper_bell_bacterial_spot/image-00028.jpg
image-00029.jpg,pepper_bell_bacterial_spot,pepper,bell_bacterial_spot,Pepper__bell___Bacterial_spot,PlantVillage_processed/pepper_bell_bacterial_spot/image-00029.jpg
image-00030.jpg,pepper_bell_bacterial_spot,pepper,bell_bacterial_spot,Pepper__bell___Bacterial_spot,PlantVillage_processed/pepper_bell_bacterial_spot/image-00030.jpg
image-00031.jpg,pepper_bell_bacterial_spot,pepper,bell_bacterial_spot,Pepper__bell___Bacterial_spot,PlantVillage_processed/pepper_bell_bacterial_spot/image-00031.jpg
image-00032.jpg,pepper_bell_bacterial_spot,pepper,bell_bacterial_spot,Pepper__bell___Bacterial_spot,PlantVillage_processed/pepper_bell_bacterial_spot/image-00032.jpg
image-00033.jpg,pepper_bell_bacterial_spot,pepper,bell_bacterial_spot,Pepper__bell___Bacterial_spot,PlantVillage_processed/pepper_bell_bacterial_spot/image-00033.jpg
image-00034.jpg,pepper_bell_bacterial_spot,pepper,bell_bacterial_spot,Pepper__bell___Bacterial_spot,PlantVillage_processed/pepper_bell_bacterial_spot/image-00034.jpg
image-00035.jpg,pepper_bell_bacterial_spot,pepper,bell_bacterial_spot,Pepper__bell___Bacterial_spot,PlantVillage_processed/pepper_bell_bacterial_spot/image-00035.jpg
image-00036.jpg,pepper_bell_bacterial_spot,pepper,bell_bacterial_spot,Pepper__bell___Bacterial_spot,PlantVillage_processed/pepper_bell_bacterial_spot/image-00036.jpg
image-00037.jpg,pepper_bell_bacterial_spot,pepper,bell_bacterial_spot,Pepper__bell___Bacterial_spot,PlantVillage_processed/pepper_bell_bacterial_spot/image-00037.jpg
image-00038.jpg,pepper_bell_bacterial_spot,pepper,bell_bacterial_spot,Pepper__bell___Bacterial_spot,PlantVillage_processed/pepper_bell_bacterial_spot/image-00038.jpg
image-00039.jpg,pepper_bell_bacterial_spot,pepper,bell_bacterial_spot,Pepper__bell___Bacterial_spot,PlantVillage_processed/pepper_bell_bacterial_spot/image-00039.jpg
image-00040.jpg,pepper_bell_bacterial_spot,pepper,bell_bacterial_spot,Pepper__bell___Bacterial_spot,PlantVillage_processed/pepper_bell_bacterial_spot/image-00040.jpg
image-00041.jpg,pepper_bell_bacterial_spot,pepper,bell_bacterial_spot,Pepper__bell___Bacterial_spot,PlantVillage_processed/pepper_bell_bacterial_spot/image-00041.jpg
image-00042.jpg,pepper_bell_bacterial_spot,pepper,bell_bacterial_spot,Pepper__bell___Bacterial_spot,PlantVillage_processed/pepper_bell_bacterial_spot/image-00042.jpg
image-00043.jpg,pepper_bell_bacterial_spot,pepper,bell_bacterial_spot,Pepper__bell___Bacterial_spot,PlantVillage_processed/pepper_bell_bacterial_spot/image-00043.jpg
image-00044.jpg,pepper_bell_bacterial_spot,pepper,bell_bacterial_spot,Pepper__bell___Bacterial_spot,PlantVillage_processed/pepper_bell_bacterial_spot/image-00044.jpg
image-00045.jpg,pepper_bell_bacterial_spot,pepper,bell_bacterial_spot,Pepper__bell___Bacterial_spot,PlantVillage_processed/pepper_bell_bacterial_spot/image-00045.jpg
image-00046.jpg,pepper_bell_bacterial_spot,pepper,bell_bacterial_spot,Pepper__bell___Bacterial_spot,PlantVillage_processed/pepper_bell_bacterial_spot/image-00046.jpg
image-00047.jpg,pepper_bell_bacterial_spot,pepper,bell_bacterial_spot,Pepper__bell___Bacterial_spot,PlantVillage_processed/pepper_bell_bacterial_spot/image-00047.jpg
image-00048.jpg,pepper_bell_bacterial_spot,pepper,bell_bacterial_spot,Pepper__bell___Bacterial_spot,PlantVillage_processed/pepper_bell_bacterial_spot/image-00048.jpg
image-00049.jpg,pepper_bell_bacterial_spot,pepper,bell_bacterial_spot,Pepper__bell___Bacterial_spot,PlantVillage_processed/pepper_bell_bacterial_spot/image-00049.jpg
image-00050.jpg,pepper_bell_bacterial_spot,pepper,bell_bacterial_spot,Pepper__bell___Bacterial_spot,PlantVillage_processed/pepper_bell_bacterial_spot/image-00050.jpg
image-00051.jpg,pepper_bell_bacterial_spot,pepper,bell_bacterial_spot,Pepper__bell___Bacterial_spot,PlantVillage_processed/pepper_bell_bacterial_spot/image-00051.jpg
image-00052.jpg,pepper_bell_bacterial_spot,pepper,bell_bacterial_spot,Pepper__bell___Bacterial_spot,PlantVillage_processed/pepper_bell_bacterial_spot/image-00052.jpg
image-00053.jpg,pepper_bell_bacterial_spot,pepper,bell_bacterial_spot,Pepper__bell___Bacterial_spot,PlantVillage_processed/pepper_bell_bacterial_spot/image-00053.jpg
image-00054.jpg,pepper_bell_bacterial_spot,pepper,bell_bacterial_spot,Pepper__bell___Bacterial_spot,PlantVillage_processed/pepper_bell_bacterial_spot/image-00054.jpg
image-00055.jpg,pepper_bell_bacterial_spot,pepper,bell_bacterial_spot,Pepper__bell___Bacterial_spot,PlantVillage_processed/pepper_bell_bacterial_spot/image-00055.jpg
image-00056.jpg,pepper_bell_bacterial_spot,pepper,bell_bacterial_spot,Pepper__bell___Bacterial_spot,PlantVillage_processed/pepper_bell_bacterial_spot/image-00056.jpg
image-00057.jpg,pepper_bell_bacterial_spot,pepper,bell_bacterial_spot,Pepper__bell___Bacterial_spot,PlantVillage_processed/pepper_bell_bacterial_spot/image-00057.jpg
image-00058.jpg,pepper_bell_bacterial_spot,pepper,bell_bacterial_spot,Pepper__bell___Bacterial_spot,PlantVillage_processed/pepper_bell_bacterial_spot/image-00058.jpg
image-00059.jpg,pepper_bell_bacterial_spot,pepper,bell_bacterial_spot,Pepper__bell___Bacterial_spot,PlantVillage_processed/pepper_bell_bacterial_spot/image-00059.jpg
image-00060.jpg,pepper_bell_bacterial_spot,pepper,bell_bacterial_spot,Pepper__bell___Bacterial_spot,PlantVillage_processed/pepper_bell_bacterial_spot/image-00060.jpg
image-00061.jpg,pepper_bell_bacterial_spot,pepper,bell_bacterial_spot,Pepper__bell___Bacterial_spot,PlantVillage_processed/pepper_bell_bacterial_spot/image-00061.jpg
image-00062.jpg,pepper_bell_bacterial_spot,pepper,bell_bacterial_spot,Pepper__bell___Bacterial_spot,PlantVillage_processed/pepper_bell_bacterial_spot/image-00062.jpg
image-00063.jpg,pepper_bell_bacterial_spot,pepper,bell_bacterial_spot,Pepper__bell___Bacterial_spot,PlantVillage_processed/pepper_bell_bacterial_spot/image-00063.jpg
image-00064.jpg,pepper_bell_bacterial_spot,pepper,bell_bacterial_spot,Pepper__bell___Bacterial_spot,PlantVillage_processed/pepper_bell_bacterial_spot/image-00064.jpg
image-00065.jpg,pepper_bell_bacterial_spot,pepper,bell_bacterial_spot,Pepper__bell___Bacterial_spot,PlantVillage_processed/pepper_bell_bacterial_spot/image-00065.jpg
image-00066.jpg,pepper_bell_bacterial_spot,pepper,bell_bacterial_spot,Pepper__bell___Bacterial_spot,PlantVillage_processed/pepper_bell_bacterial_spot/image-00066.jpg
image-00067.jpg,pepper_bell_bacterial_spot,pepper,bell_bacterial_spot,Pepper__bell___Bacterial_spot,PlantVillage_processed/pepper_bell_bacterial_spot/image-00067.jpg
image-00068.jpg,pepper_bell_bacterial_spot,pepper,bell_bacterial_spot,Pepper__bell___Bacterial_spot,PlantVillage_processed/pepper_bell_bacterial_spot/image-00068.jpg
image-00069.jpg,pepper_bell_bacterial_spot,pepper,bell_bacterial_spot,Pepper__bell___Bacterial_spot,PlantVillage_processed/pepper_bell_bacterial_spot/image-00069.jpg
image-00070.jpg,pepper_bell_bacterial_spot,pepper,bell_bacterial_spot,Pepper__bell___Bacterial_spot,PlantVillage_processed/pepper_bell_bacterial_spot/image-00070.jpg
image-00071.jpg,pepper_bell_bacterial_spot,pepper,bell_bacterial_spot,Pepper__bell___Bacterial_spot,PlantVillage_processed/pepper_bell_bacterial_spot/image-00071.jpg
image-00072.jpg,pepper_bell_bacterial_spot,pepper,bell_bacterial_spot,Pepper__bell___Bacterial_spot,PlantVillage_processed/pepper_bell_bacterial_spot/image-00072.jpg
image-00073.jpg,pepper_bell_bacterial_spot,pepper,bell_bacterial_spot,Pepper__bell___Bacterial_spot,PlantVillage_processed/pepper_bell_bacterial_spot/image-00073.jpg
image-00074.jpg,pepper_bell_bacterial_spot,pepper,bell_bacterial_spot,Pepper__bell___Bacterial_spot,PlantVillage_processed/pepper_bell_bacterial_spot/image-00074.jpg
image-00075.jpg,pepper_bell_bacterial_spot,pepper,bell_bacterial_spot,Pepper__bell___Bacterial_spot,PlantVillage_processed/pepper_bell_bacterial_spot/image-00075.jpg
image-00076.jpg,pepper_bell_bacterial_spot,pepper,bell_bacterial_spot,Pepper__bell___Bacterial_spot,PlantVillage_processed/pepper_bell_bacterial_spot/image-00076.jpg
image-00077.jpg,pepper_bell_bacterial_spot,pepper,bell_bacterial_spot,Pepper__bell___Bacterial_spot,PlantVillage_processed/pepper_bell_bacterial_spot/image-00077.jpg
image-00078.jpg,pepper_bell_bacterial_spot,pepper,bell_bacterial_spot,Pepper__bell___Bacterial_spot,PlantVillage_processed/pepper_bell_bacterial_spot/image-00078.jpg
image-00079.jpg,pepper_bell_bacterial_spot,pepper,bell_bacterial_spot,Pepper__bell___Bacterial_spot,PlantVillage_processed/pepper_bell_bacterial_spot/image-00079.jpg
image-00080.jpg,pepper_bell_bacterial_spot,pepper,bell_bacterial_spot,Pepper__bell___Bacterial_spot,PlantVillage_processed/pepper_bell_bacterial_spot/image-00080.jpg
image-00081.jpg,pepper_bell_bacterial_spot,pepper,bell_bacterial_spot,Pepper__bell___Bacterial_spot,PlantVillage_processed/pepper_bell_bacterial_spot/image-00081.jpg
image-00082.jpg,pepper_bell_bacterial_spot,pepper,bell_bacterial_spot,Pepper__bell___Bacterial_spot,PlantVillage_processed/pepper_bell_bacterial_spot/image-00082.jpg
image-00083.jpg,pepper_bell_bacterial_spot,pepper,bell_bacterial_spot,Pepper__bell___Bacterial_spot,PlantVillage_processed/pepper_bell_bacterial_spot/image-00083.jpg
image-00084.jpg,pepper_bell_bacterial_spot,pepper,bell_bacterial_spot,Pepper__bell___Bacterial_spot,PlantVillage_processed/pepper_bell_bacterial_spot/image-00084.jpg
image-00085.jpg,pepper_bell_bacterial_spot,pepper,bell_bacterial_spot,Pepper__bell___Bacterial_spot,PlantVillage_processed/pepper_bell_bacterial_spot/image-00085.jpg
image-00086.jpg,pepper_bell_bacterial_spot,pepper,bell_bacterial_spot,Pepper__bell___Bacterial_spot,PlantVillage_processed/pepper_bell_bacterial_spot/image-00086.jpg
image-00087.jpg,pepper_bell_bacterial_spot,pepper,bell_bacterial_spot,Pepper__bell___Bacterial_spot,PlantVillage_processed/pepper_bell_bacterial_spot/image-00087.jpg
image-00088.jpg,pepper_bell_bacterial_spot,pepper,bell_bacterial_spot,Pepper__bell___Bacterial_spot,PlantVillage_processed/pepper_bell_bacterial_spot/image-00088.jpg
image-00089.jpg,pepper_bell_bacterial_spot,pepper,bell_bacterial_spot,Pepper__bell___Bacterial_spot,PlantVillage_processed/pepper_bell_bacterial_spot/image-00089.jpg
image-00090.jpg,pepper_bell_bacterial_spot,pepper,bell_bacterial_spot,Pepper__bell___Bacterial_spot,PlantVillage_processed/pepper_bell_bacterial_spot/image-00090.jpg
image-00091.jpg,pepper_bell_bacterial_spot,pepper,bell_bacterial_spot,Pepper__bell___Bacterial_spot,PlantVillage_processed/pepper_bell_bacterial_spot/image-00091.jpg
image-00092.jpg,pepper_bell_bacterial_spot,pepper,bell_bacterial_spot,Pepper__bell___Bacterial_spot,PlantVillage_processed/pepper_bell_bacterial_spot/image-00092.jpg
image-00093.jpg,pepper_bell_bacterial_spot,pepper,bell_bacterial_spot,Pepper__bell___Bacterial_spot,PlantVillage_processed/pepper_bell_bacterial_spot/image-00093.jpg
image-00094.jpg,pepper_bell_bacterial_spot,pepper,bell_bacterial_spot,Pepper__bell___Bacterial_spot,PlantVillage_processed/pepper_bell_bacterial_spot/image-00094.jpg
image-00095.jpg,pepper_bell_bacterial_spot,pepper,bell_bacterial_spot,Pepper__bell___Bacterial_spot,PlantVillage_processed/pepper_bell_bacterial_spot/image-00095.jpg
image-00096.jpg,pepper_bell_bacterial_spot,pepper,bell_bacterial_spot,Pepper__bell___Bacterial_spot,PlantVillage_processed/pepper_bell_bacterial_spot/image-00096.jpg
image-00097.jpg,pepper_bell_bacterial_spot,pepper,bell_bacterial_spot,Pepper__bell___Bacterial_spot,PlantVillage_processed/pepper_bell_bacterial_spot/image-00097.jpg
image-00098.jpg,pepper_bell_bacterial_spot,pepper,bell_bacterial_spot,Pepper__bell___Bacterial_spot,PlantVillage_processed/pepper_bell_bacterial_spot/image-00098.jpg
image-00099.jpg,pepper_bell_bacterial_spot,pepper,bell_bacterial_spot,Pepper__bell___Bacterial_spot,PlantVillage_processed/pepper_bell_bacterial_spot/image-00099.jpg
image-00100.jpg,pepper_bell_bacterial_spot,pepper,bell_bacterial_spot,Pepper__bell___Bacterial_spot,PlantVillage_processed/pepper_bell_bacterial_spot/image-00100.jpg
image-00101.jpg,pepper_bell_bacterial_spot,pepper,bell_bacterial_spot,Pepper__bell___Bacterial_spot,PlantVillage_processed/pepper_bell_bacterial_spot/image-00101.jpg
image-00102.jpg,pepper_bell_bacterial_spot,pepper,bell_bacterial_spot,Pepper__bell___Bacterial_spot,PlantVillage_processed/pepper_bell_bacterial_spot/image-00102.jpg
image-00103.jpg,pepper_bell_bacterial_spot,pepper,bell_bacterial_spot,Pepper__bell___Bacterial_spot,PlantVillage_processed/pepper_bell_bacterial_spot/image-00103.jpg
image-00104.jpg,pepper_bell_bacterial_spot,pepper,bell_bacterial_spot,Pepper__bell___Bacterial_spot,PlantVillage_processed/pepper_bell_bacterial_spot/image-00104.jpg
image-00105.jpg,pepper_bell_bacterial_spot,pepper,bell_bacterial_spot,Pepper__bell___Bacterial_spot,PlantVillage_processed/pepper_bell_bacterial_spot/image-00105.jpg
image-00106.jpg,pepper_bell_bacterial_spot,pepper,bell_bacterial_spot,Pepper__bell___Bacterial_spot,PlantVillage_processed/pepper_bell_bacterial_spot/image-00106.jpg
image-00107.jpg,pepper_bell_bacterial_spot,pepper,bell_bacterial_spot,Pepper__bell___Bacterial_spot,PlantVillage_processed/pepper_bell_bacterial_spot/image-00107.jpg
image-00108.jpg,pepper_bell_bacterial_spot,pepper,bell_bacterial_spot,Pepper__bell___Bacterial_spot,PlantVillage_processed/pepper_bell_bacterial_spot/image-00108.jpg
image-00109.jpg,pepper_bell_bacterial_spot,pepper,bell_bacterial_spot,Pepper__bell___Bacterial_spot,PlantVillage_processed/pepper_bell_bacterial_spot/image-00109.jpg
image-00110.jpg,pepper_bell_bacterial_spot,pepper,bell_bacterial_spot,Pepper__bell___Bacterial_spot,PlantVillage_processed/pepper_bell_bacterial_spot/image-00110.jpg
image-00111.jpg,pepper_bell_bacterial_spot,pepper,bell_bacterial_spot,Pepper__bell___Bacterial_spot,PlantVillage_processed/pepper_bell_bacterial_spot/image-00111.jpg
image-00112.jpg,pepper_bell_bacterial_spot,pepper,bell_bacterial_spot,Pepper__bell___Bacterial_spot,PlantVillage_processed/pepper_bell_bacterial_spot/image-00112.jpg
image-00113.jpg,pepper_bell_bacterial_spot,pepper,bell_bacterial_spot,Pepper__bell___Bacterial_spot,PlantVillage_processed/pepper_bell_bacterial_spot/image-00113.jpg
image-00114.jpg,pepper_bell_bacterial_spot,pepper,bell_bacterial_spot,Pepper__bell___Bacterial_spot,PlantVillage_processed/pepper_bell_bacterial_spot/image-00114.jpg
image-00115.jpg,pepper_bell_bacterial_spot,pepper,bell_bacterial_spot,Pepper__bell___Bacterial_spot,PlantVillage_processed/pepper_bell_bacterial_spot/image-00115.jpg
image-00116.jpg,pepper_bell_bacterial_spot,pepper,bell_bacterial_spot,Pepper__bell___Bacterial_spot,PlantVillage_processed/pepper_bell_bacterial_spot/image-00116.jpg
image-00117.jpg,pepper_bell_bacterial_spot,pepper,bell_bacterial_spot,Pepper__bell___Bacterial_spot,PlantVillage_processed/pepper_bell_bacterial_spot/image-00117.jpg
image-00118.jpg,pepper_bell_bacterial_spot,pepper,bell_bacterial_spot,Pepper__bell___Bacterial_spot,PlantVillage_processed/pepper_bell_bacterial_spot/image-00118.jpg
image-00119.jpg,pepper_bell_bacterial_spot,pepper,bell_bacterial_spot,Pepper__bell___Bacterial_spot,PlantVillage_processed/pepper_bell_bacterial_spot/image-00119.jpg
image-00120.jpg,pepper_bell_bacterial_spot,pepper,bell_bacterial_spot,Pepper__bell___Bacterial_spot,PlantVillage_processed/pepper_bell_bacterial_spot/image-00120.jpg
image-00121.jpg,pepper_bell_bacterial_spot,pepper,bell_bacterial_spot,Pepper__bell___Bacterial_spot,PlantVillage_processed/pepper_bell_bacterial_spot/image-00121.jpg
image-00122.jpg,pepper_bell_bacterial_spot,pepper,bell_bacterial_spot,Pepper__bell___Bacterial_spot,PlantVillage_processed/pepper_bell_bacterial_spot/image-00122.jpg
image-00123.jpg,pepper_bell_bacterial_spot,pepper,bell_bacterial_spot,Pepper__bell___Bacterial_spot,PlantVillage_processed/pepper_bell_bacterial_spot/image-00123.jpg
image-00124.jpg,pepper_bell_bacterial_spot,pepper,bell_bacterial_spot,Pepper__bell___Bacterial_spot,PlantVillage_processed/pepper_bell_bacterial_spot/image-00124.jpg
image-00125.jpg,pepper_bell_bacterial_spot,pepper,bell_bacterial_spot,Pepper__bell___Bacterial_spot,PlantVillage_processed/pepper_bell_bacterial_spot/image-00125.jpg
image-00126.jpg,pepper_bell_bacterial_spot,pepper,bell_bacterial_spot,Pepper__bell___Bacterial_spot,PlantVillage_processed/pepper_bell_bacterial_spot/image-00126.jpg
image-00127.jpg,pepper_bell_bacterial_spot,pepper,bell_bacterial_spot,Pepper__bell___Bacterial_spot,PlantVillage_processed/pepper_bell_bacterial_spot/image-00127.jpg
image-00128.jpg,pepper_bell_bacterial_spot,pepper,bell_bacterial_spot,Pepper__bell___Bacterial_spot,PlantVillage_processed/pepper_bell_bacterial_spot/image-00128.jpg
image-00129.jpg,pepper_bell_bacterial_spot,pepper,bell_bacterial_spot,Pepper__bell___Bacterial_spot,PlantVillage_processed/pepper_bell_bacterial_spot/image-00129.jpg
image-00130.jpg,pepper_bell_bacterial_spot,pepper,bell_bacterial_spot,Pepper__bell___Bacterial_spot,PlantVillage_processed/pepper_bell_bacterial_spot/image-00130.jpg
image-00131.jpg,pepper_bell_bacterial_spot,pepper,bell_bacterial_spot,Pepper__bell___Bacterial_spot,PlantVillage_processed/pepper_bell_bacterial_spot/image-00131.jpg
image-00132.jpg,pepper_bell_bacterial_spot,pepper,bell_bacterial_spot,Pepper__bell___Bacterial_spot,PlantVillage_processed/pepper_bell_bacterial_spot/image-00132.jpg
image-00133.jpg,pepper_bell_bacterial_spot,pepper,bell_bacterial_spot,Pepper__bell___Bacterial_spot,PlantVillage_processed/pepper_bell_bacterial_spot/image-00133.jpg
image-00134.jpg,pepper_bell_bacterial_spot,pepper,bell_bacterial_spot,Pepper__bell___Bacterial_spot,PlantVillage_processed/pepper_bell_bacterial_spot/image-00134.jpg
image-00135.jpg,pepper_bell_bacterial_spot,pepper,bell_bacterial_spot,Pepper__bell___Bacterial_spot,PlantVillage_processed/pepper_bell_bacterial_spot/image-00135.jpg
image-00136.jpg,pepper_bell_bacterial_spot,pepper,bell_bacterial_spot,Pepper__bell___Bacterial_spot,PlantVillage_processed/pepper_bell_bacterial_spot/image-00136.jpg
image-00137.jpg,pepper_bell_bacterial_spot,pepper,bell_bacterial_spot,Pepper__bell___Bacterial_spot,PlantVillage_processed/pepper_bell_bacterial_spot/image-00137.jpg
image-00138.jpg,pepper_bell_bacterial_spot,pepper,bell_bacterial_spot,Pepper__bell___Bacterial_spot,PlantVillage_processed/pepper_bell_bacterial_spot/image-00138.jpg
image-00139.jpg,pepper_bell_bacterial_spot,pepper,bell_bacterial_spot,Pepper__bell___Bacterial_spot,PlantVillage_processed/pepper_bell_bacterial_spot/image-00139.jpg
image-00140.jpg,pepper_bell_bacterial_spot,pepper,bell_bacterial_spot,Pepper__bell___Bacterial_spot,PlantVillage_processed/pepper_bell_bacterial_spot/image-00140.jpg
image-00141.jpg,pepper_bell_bacterial_spot,pepper,bell_bacterial_spot,Pepper__bell___Bacterial_spot,PlantVillage_processed/pepper_bell_bacterial_spot/image-00141.jpg
image-00142.jpg,pepper_bell_bacterial_spot,pepper,bell_bacterial_spot,Pepper__bell___Bacterial_spot,PlantVillage_processed/pepper_bell_bacterial_spot/image-00142.jpg
image-00143.jpg,pepper_bell_bacterial_spot,pepper,bell_bacterial_spot,Pepper__bell___Bacterial_spot,PlantVillage_processed/pepper_bell_bacterial_spot/image-00143.jpg
image-00144.jpg,pepper_bell_bacterial_spot,pepper,bell_bacterial_spot,Pepper__bell___Bacterial_spot,PlantVillage_processed/pepper_bell_bacterial_spot/image-00144.jpg
image-00145.jpg,pepper_bell_bacterial_spot,pepper,bell_bacterial_spot,Pepper__bell___Bacterial_spot,PlantVillage_processed/pepper_bell_bacterial_spot/image-00145.jpg
image-00146.jpg,pepper_bell_bacterial_spot,pepper,bell_bacterial_spot,Pepper__bell___Bacterial_spot,PlantVillage_processed/pepper_bell_bacterial_spot/image-00146.jpg
image-00147.jpg,pepper_bell_bacterial_spot,pepper,bell_bacterial_spot,Pepper__bell___Bacterial_spot,PlantVillage_processed/pepper_bell_bacterial_spot/image-00147.jpg
image-00148.jpg,pepper_bell_bacterial_spot,pepper,bell_bacterial_spot,Pepper__bell___Bacterial_spot,PlantVillage_processed/pepper_bell_bacterial_spot/image-00148.jpg
image-00149.jpg,pepper_bell_bacterial_spot,pepper,bell_bacterial_spot,Pepper__bell___Bacterial_spot,PlantVillage_processed/pepper_bell_bacterial_spot/image-00149.jpg
image-00150.jpg,pepper_bell_bacterial_spot,pepper,bell_bacterial_spot,Pepper__bell___Bacterial_spot,PlantVillage_processed/pepper_bell_bacterial_spot/image-00150.jpg
image-00151.jpg,pepper_bell_bacterial_spot,pepper,bell_bacterial_spot,Pepper__bell___Bacterial_spot,PlantVillage_processed/pepper_bell_bacterial_spot/image-00151.jpg
image-00152.jpg,pepper_bell_bacterial_spot,pepper,bell_bacterial_spot,Pepper__bell___Bacterial_spot,PlantVillage_processed/pepper_bell_bacterial_spot/image-00152.jpg
image-00153.jpg,pepper_bell_bacterial_spot,pepper,bell_bacterial_spot,Pepper__bell___Bacterial_spot,PlantVillage_processed/pepper_bell_bacterial_spot/image-00153.jpg
image-00154.jpg,pepper_bell_bacterial_spot,pepper,bell_bacterial_spot,Pepper__bell___Bacterial_spot,PlantVillage_processed/pepper_bell_bacterial_spot/image-00154.jpg
image-00155.jpg,pepper_bell_bacterial_spot,pepper,bell_bacterial_spot,Pepper__bell___Bacterial_spot,PlantVillage_processed/pepper_bell_bacterial_spot/image-00155.jpg
