filename,label,crop,disease,original_folder,original_split,path
image-00009.jpg,apple_rust,apple,rust,Apple rust leaf,train,PlantDoc_processed/apple_rust/image-00009.jpg
image-00010.jpg,apple_rust,apple,rust,Apple rust leaf,train,PlantDoc_processed/apple_rust/image-00010.jpg
image-00011.jpg,apple_rust,apple,rust,Apple rust leaf,train,PlantDoc_processed/apple_rust/image-00011.jpg
image-00012.jpg,apple_rust,apple,rust,Apple rust leaf,train,PlantDoc_processed/apple_rust/image-00012.jpg
image-00013.jpg,apple_rust,apple,rust,Apple rust leaf,train,PlantDoc_processed/apple_rust/image-00013.jpg
image-00014.jpg,apple_rust,apple,rust,Apple rust leaf,train,PlantDoc_processed/apple_rust/image-00014.jpg
image-00015.jpg,apple_rust,apple,rust,Apple rust leaf,train,PlantDoc_processed/apple_rust/image-00015.jpg
image-00016.jpg,apple_rust,apple,rust,Apple rust leaf,train,PlantDoc_processed/apple_rust/image-00016.jpg
image-00017.jpg,apple_rust,apple,rust,Apple rust leaf,train,PlantDoc_processed/apple_rust/image-00017.jpg
image-00018.jpg,apple_rust,apple,rust,Apple rust leaf,train,PlantDoc_processed/apple_rust/image-00018.jpg
image-00019.jpg,apple_rust,apple,rust,Apple rust leaf,train,PlantDoc_processed/apple_rust/image-00019.jpg
image-00020.jpg,apple_rust,apple,rust,Apple rust leaf,train,PlantDoc_processed/apple_rust/image-00020.jpg
image-00021.jpg,apple_rust,apple,rust,Apple rust leaf,train,PlantDoc_processed/apple_rust/image-00021.jpg
image-00022.jpg,apple_rust,apple,rust,Apple rust leaf,train,PlantDoc_processed/apple_rust/image-00022.jpg
image-00023.jpg,apple_rust,apple,rust,Apple rust leaf,train,PlantDoc_processed/apple_rust/image-00023.jpg
image-00024.jpg,apple_rust,apple,rust,Apple rust leaf,train,PlantDoc_processed/apple_rust/image-00024.jpg
image-00025.jpg,apple_rust,apple,rust,Apple rust leaf,train,PlantDoc_processed/apple_rust/image-00025.jpg
image-00026.jpg,apple_rust,apple,rust,Apple rust leaf,train,PlantDoc_processed/apple_rust/image-00026.jpg
image-00027.jpg,apple_rust,apple,rust,Apple rust leaf,train,PlantDoc_processed/apple_rust/image-00027.jpg
image-00028.jpg,apple_rust,apple,rust,Apple rust leaf,train,PlantDoc_processed/apple_rust/image-00028.jpg
image-00029.jpg,apple_rust,apple,rust,Apple rust leaf,train,PlantDoc_processed/apple_rust/image-00029.jpg
image-00030.jpg,apple_rust,apple,rust,Apple rust leaf,train,PlantDoc_processed/apple_rust/image-00030.jpg
image-00031.jpg,apple_rust,apple,rust,Apple rust leaf,train,PlantDoc_processed/apple_rust/image-00031.jpg
image-00032.jpg,apple_rust,apple,rust,Apple rust leaf,train,PlantDoc_processed/apple_rust/image-00032.jpg
image-00033.jpg,apple_rust,apple,rust,Apple rust leaf,train,PlantDoc_processed/apple_rust/image-00033.jpg
image-00034.jpg,apple_rust,apple,rust,Apple rust leaf,train,PlantDoc_processed/apple_rust/image-00034.jpg
image-00035.jpg,apple_rust,apple,rust,Apple rust leaf,train,PlantDoc_processed/apple_rust/image-00035.jpg
image-00036.jpg,apple_rust,apple,rust,Apple rust leaf,train,PlantDoc_processed/apple_rust/image-00036.jpg
image-00037.jpg,apple_rust,apple,rust,Apple rust leaf,train,PlantDoc_processed/apple_rust/image-00037.jpg
image-00038.jpg,apple_rust,apple,rust,Apple rust leaf,train,PlantDoc_processed/apple_rust/image-00038.jpg
image-00039.jpg,apple_rust,apple,rust,Apple rust leaf,train,PlantDoc_processed/apple_rust/image-00039.jpg
image-00040.jpg,apple_rust,apple,rust,Apple rust leaf,train,PlantDoc_processed/apple_rust/image-00040.jpg
image-00041.jpg,apple_rust,apple,rust,Apple rust leaf,train,PlantDoc_processed/apple_rust/image-00041.jpg
image-00042.jpg,apple_rust,apple,rust,Apple rust leaf,train,PlantDoc_processed/apple_rust/image-00042.jpg
image-00043.jpg,apple_rust,apple,rust,Apple rust leaf,train,PlantDoc_processed/apple_rust/image-00043.jpg
image-00044.jpg,apple_rust,apple,rust,Apple rust leaf,train,PlantDoc_processed/apple_rust/image-00044.jpg
image-00045.jpg,apple_rust,apple,rust,Apple rust leaf,train,PlantDoc_processed/apple_rust/image-00045.jpg
image-00046.jpg,apple_rust,apple,rust,Apple rust leaf,train,PlantDoc_processed/apple_rust/image-00046.jpg
image-00047.jpg,apple_rust,apple,rust,Apple rust leaf,train,PlantDoc_processed/apple_rust/image-00047.jpg
image-00048.jpg,apple_rust,apple,rust,Apple rust leaf,train,PlantDoc_processed/apple_rust/image-00048.jpg
image-00049.jpg,apple_rust,apple,rust,Apple rust leaf,train,PlantDoc_processed/apple_rust/image-00049.jpg
image-00050.jpg,apple_rust,apple,rust,Apple rust leaf,train,PlantDoc_processed/apple_rust/image-00050.jpg
image-00051.jpg,apple_rust,apple,rust,Apple rust leaf,train,PlantDoc_processed/apple_rust/image-00051.jpg
image-00052.jpg,apple_rust,apple,rust,Apple rust leaf,train,PlantDoc_processed/apple_rust/image-00052.jpg
image-00053.jpg,apple_rust,apple,rust,Apple rust leaf,train,PlantDoc_processed/apple_rust/image-00053.jpg
image-00054.jpg,apple_rust,apple,rust,Apple rust leaf,train,PlantDoc_processed/apple_rust/image-00054.jpg
image-00055.jpg,apple_rust,apple,rust,Apple rust leaf,train,PlantDoc_processed/apple_rust/image-00055.jpg
image-00056.jpg,apple_rust,apple,rust,Apple rust leaf,train,PlantDoc_processed/apple_rust/image-00056.jpg
image-00057.jpg,apple_rust,apple,rust,Apple rust leaf,train,PlantDoc_processed/apple_rust/image-00057.jpg
image-00058.jpg,apple_rust,apple,rust,Apple rust leaf,train,PlantDoc_processed/apple_rust/image-00058.jpg
image-00059.jpg,apple_rust,apple,rust,Apple rust leaf,train,PlantDoc_processed/apple_rust/image-00059.jpg
image-00060.jpg,apple_rust,apple,rust,Apple rust leaf,train,PlantDoc_processed/apple_rust/image-00060.jpg
image-00061.jpg,apple_rust,apple,rust,Apple rust leaf,train,PlantDoc_processed/apple_rust/image-00061.jpg
image-00062.jpg,apple_rust,apple,rust,Apple rust leaf,train,PlantDoc_processed/apple_rust/image-00062.jpg
image-00063.jpg,apple_rust,apple,rust,Apple rust leaf,train,PlantDoc_processed/apple_rust/image-00063.jpg
image-00064.jpg,apple_rust,apple,rust,Apple rust leaf,train,PlantDoc_processed/apple_rust/image-00064.jpg
image-00065.jpg,apple_rust,apple,rust,Apple rust leaf,train,PlantDoc_processed/apple_rust/image-00065.jpg
image-00066.jpg,apple_rust,apple,rust,Apple rust leaf,train,PlantDoc_processed/apple_rust/image-00066.jpg
image-00067.jpg,apple_rust,apple,rust,Apple rust leaf,train,PlantDoc_processed/apple_rust/image-00067.jpg
image-00068.jpg,apple_rust,apple,rust,Apple rust leaf,train,PlantDoc_processed/apple_rust/image-00068.jpg
image-00069.jpg,apple_rust,apple,rust,Apple rust leaf,train,PlantDoc_processed/apple_rust/image-00069.jpg
image-00070.jpg,apple_rust,apple,rust,Apple rust leaf,train,PlantDoc_processed/apple_rust/image-00070.jpg
image-00071.jpg,apple_rust,apple,rust,Apple rust leaf,train,PlantDoc_processed/apple_rust/image-00071.jpg
image-00072.jpg,apple_rust,apple,rust,Apple rust leaf,train,PlantDoc_processed/apple_rust/image-00072.jpg
image-00073.jpg,apple_rust,apple,rust,Apple rust leaf,train,PlantDoc_processed/apple_rust/image-00073.jpg
image-00074.jpg,apple_rust,apple,rust,Apple rust leaf,train,PlantDoc_processed/apple_rust/image-00074.jpg
image-00075.jpg,apple_rust,apple,rust,Apple rust leaf,train,PlantDoc_processed/apple_rust/image-00075.jpg
image-00076.jpg,apple_rust,apple,rust,Apple rust leaf,train,PlantDoc_processed/apple_rust/image-00076.jpg
image-00077.jpg,apple_rust,apple,rust,Apple rust leaf,train,PlantDoc_processed/apple_rust/image-00077.jpg
image-00078.jpg,apple_rust,apple,rust,Apple rust leaf,train,PlantDoc_processed/apple_rust/image-00078.jpg
image-00001.jpg,apple_scab,apple,scab,Apple Scab Leaf,train,PlantDoc_processed/apple_scab/image-00001.jpg
image-00002.jpg,apple_scab,apple,scab,Apple Scab Leaf,train,PlantDoc_processed/apple_scab/image-00002.jpg
image-00003.jpg,apple_scab,apple,scab,Apple Scab Leaf,train,PlantDoc_processed/apple_scab/image-00003.jpg
image-00004.jpg,apple_scab,apple,scab,Apple Scab Leaf,train,PlantDoc_processed/apple_scab/image-00004.jpg
image-00005.jpg,apple_scab,apple,scab,Apple Scab Leaf,train,PlantDoc_processed/apple_scab/image-00005.jpg
image-00006.jpg,apple_scab,apple,scab,Apple Scab Leaf,train,PlantDoc_processed/apple_scab/image-00006.jpg
image-00007.jpg,apple_scab,apple,scab,Apple Scab Leaf,train,PlantDoc_processed/apple_scab/image-00007.jpg
image-00008.jpg,apple_scab,apple,scab,Apple Scab Leaf,train,PlantDoc_processed/apple_scab/image-00008.jpg
image-00009.jpg,apple_scab,apple,scab,Apple Scab Leaf,train,PlantDoc_processed/apple_scab/image-00009.jpg
image-00010.jpg,apple_scab,apple,scab,Apple Scab Leaf,train,PlantDoc_processed/apple_scab/image-00010.jpg
image-00011.jpg,apple_scab,apple,scab,Apple Scab Leaf,train,PlantDoc_processed/apple_scab/image-00011.jpg
image-00012.jpg,apple_scab,apple,scab,Apple Scab Leaf,train,PlantDoc_processed/apple_scab/image-00012.jpg
image-00013.jpg,apple_scab,apple,scab,Apple Scab Leaf,train,PlantDoc_processed/apple_scab/image-00013.jpg
image-00014.jpg,apple_scab,apple,scab,Apple Scab Leaf,train,PlantDoc_processed/apple_scab/image-00014.jpg
image-00015.jpg,apple_scab,apple,scab,Apple Scab Leaf,train,PlantDoc_processed/apple_scab/image-00015.jpg
image-00016.jpg,apple_scab,apple,scab,Apple Scab Leaf,train,PlantDoc_processed/apple_scab/image-00016.jpg
image-00017.jpg,apple_scab,apple,scab,Apple Scab Leaf,train,PlantDoc_processed/apple_scab/image-00017.jpg
image-00018.jpg,apple_scab,apple,scab,Apple Scab Leaf,train,PlantDoc_processed/apple_scab/image-00018.jpg
image-00019.jpg,apple_scab,apple,scab,Apple Scab Leaf,train,PlantDoc_processed/apple_scab/image-00019.jpg
image-00020.jpg,apple_scab,apple,scab,Apple Scab Leaf,train,PlantDoc_processed/apple_scab/image-00020.jpg
image-00021.jpg,apple_scab,apple,scab,Apple Scab Leaf,train,PlantDoc_processed/apple_scab/image-00021.jpg
image-00022.jpg,apple_scab,apple,scab,Apple Scab Leaf,train,PlantDoc_processed/apple_scab/image-00022.jpg
image-00023.jpg,apple_scab,apple,scab,Apple Scab Leaf,train,PlantDoc_processed/apple_scab/image-00023.jpg
image-00024.jpg,apple_scab,apple,scab,Apple Scab Leaf,train,PlantDoc_processed/apple_scab/image-00024.jpg
image-00025.jpg,apple_scab,apple,scab,Apple Scab Leaf,train,PlantDoc_processed/apple_scab/image-00025.jpg
image-00026.jpg,apple_scab,apple,scab,Apple Scab Leaf,train,PlantDoc_processed/apple_scab/image-00026.jpg
image-00027.jpg,apple_scab,apple,scab,Apple Scab Leaf,train,PlantDoc_processed/apple_scab/image-00027.jpg
image-00028.jpg,apple_scab,apple,scab,Apple Scab Leaf,train,PlantDoc_processed/apple_scab/image-00028.jpg
image-00029.jpg,apple_scab,apple,scab,Apple Scab Leaf,train,PlantDoc_processed/apple_scab/image-00029.jpg
image-00030.jpg,apple_scab,apple,scab,Apple Scab Leaf,train,PlantDoc_processed/apple_scab/image-00030.jpg
image-00031.jpg,apple_scab,apple,scab,Apple Scab Leaf,train,PlantDoc_processed/apple_scab/image-00031.jpg
image-00032.jpg,apple_scab,apple,scab,Apple Scab Leaf,train,PlantDoc_processed/apple_scab/image-00032.jpg
image-00033.jpg,apple_scab,apple,scab,Apple Scab Leaf,train,PlantDoc_processed/apple_scab/image-00033.jpg
image-00034.jpg,apple_scab,apple,scab,Apple Scab Leaf,train,PlantDoc_processed/apple_scab/image-00034.jpg
image-00035.jpg,apple_scab,apple,scab,Apple Scab Leaf,train,PlantDoc_processed/apple_scab/image-00035.jpg
image-00036.jpg,apple_scab,apple,scab,Apple Scab Leaf,train,PlantDoc_processed/apple_scab/image-00036.jpg
image-00037.jpg,apple_scab,apple,scab,Apple Scab Leaf,train,PlantDoc_processed/apple_scab/image-00037.jpg
image-00038.jpg,apple_scab,apple,scab,Apple Scab Leaf,train,PlantDoc_processed/apple_scab/image-00038.jpg
image-00039.jpg,apple_scab,apple,scab,Apple Scab Leaf,train,PlantDoc_processed/apple_scab/image-00039.jpg
image-00040.jpg,apple_scab,apple,scab,Apple Scab Leaf,train,PlantDoc_processed/apple_scab/image-00040.jpg
image-00041.jpg,apple_scab,apple,scab,Apple Scab Leaf,train,PlantDoc_processed/apple_scab/image-00041.jpg
image-00042.jpg,apple_scab,apple,scab,Apple Scab Leaf,train,PlantDoc_processed/apple_scab/image-00042.jpg
image-00043.jpg,apple_scab,apple,scab,Apple Scab Leaf,train,PlantDoc_processed/apple_scab/image-00043.jpg
image-00044.jpg,apple_scab,apple,scab,Apple Scab Leaf,train,PlantDoc_processed/apple_scab/image-00044.jpg
image-00045.jpg,apple_scab,apple,scab,Apple Scab Leaf,train,PlantDoc_processed/apple_scab/image-00045.jpg
image-00046.jpg,apple_scab,apple,scab,Apple Scab Leaf,train,PlantDoc_processed/apple_scab/image-00046.jpg
image-00047.jpg,apple_scab,apple,scab,Apple Scab Leaf,train,PlantDoc_processed/apple_scab/image-00047.jpg
image-00048.jpg,apple_scab,apple,scab,Apple Scab Leaf,train,PlantDoc_processed/apple_scab/image-00048.jpg
image-00049.jpg,apple_scab,apple,scab,Apple Scab Leaf,train,PlantDoc_processed/apple_scab/image-00049.jpg
image-00050.jpg,apple_scab,apple,scab,Apple Scab Leaf,train,PlantDoc_processed/apple_scab/image-00050.jpg
image-00051.jpg,apple_scab,apple,scab,Apple Scab Leaf,train,PlantDoc_processed/apple_scab/image-00051.jpg
image-00052.jpg,apple_scab,apple,scab,Apple Scab Leaf,train,PlantDoc_processed/apple_scab/image-00052.jpg
image-00053.jpg,apple_scab,apple,scab,Apple Scab Leaf,train,PlantDoc_processed/apple_scab/image-00053.jpg
image-00054.jpg,apple_scab,apple,scab,Apple Scab Leaf,train,PlantDoc_processed/apple_scab/image-00054.jpg
image-00055.jpg,apple_scab,apple,scab,Apple Scab Leaf,train,PlantDoc_processed/apple_scab/image-00055.jpg
image-00056.jpg,apple_scab,apple,scab,Apple Scab Leaf,train,PlantDoc_processed/apple_scab/image-00056.jpg
image-00057.jpg,apple_scab,apple,scab,Apple Scab Leaf,train,PlantDoc_processed/apple_scab/image-00057.jpg
image-00058.jpg,apple_scab,apple,scab,Apple Scab Leaf,train,PlantDoc_processed/apple_scab/image-00058.jpg
image-00059.jpg,apple_scab,apple,scab,Apple Scab Leaf,train,PlantDoc_processed/apple_scab/image-00059.jpg
image-00060.jpg,apple_scab,apple,scab,Apple Scab Leaf,train,PlantDoc_processed/apple_scab/image-00060.jpg
image-00061.jpg,apple_scab,apple,scab,Apple Scab Leaf,train,PlantDoc_processed/apple_scab/image-00061.jpg
image-00062.jpg,apple_scab,apple,scab,Apple Scab Leaf,train,PlantDoc_processed/apple_scab/image-00062.jpg
image-00063.jpg,apple_scab,apple,scab,Apple Scab Leaf,train,PlantDoc_processed/apple_scab/image-00063.jpg
image-00064.jpg,apple_scab,apple,scab,Apple Scab Leaf,train,PlantDoc_processed/apple_scab/image-00064.jpg
image-00065.jpg,apple_scab,apple,scab,Apple Scab Leaf,train,PlantDoc_processed/apple_scab/image-00065.jpg
image-00066.jpg,apple_scab,apple,scab,Apple Scab Leaf,train,PlantDoc_processed/apple_scab/image-00066.jpg
image-00067.jpg,apple_scab,apple,scab,Apple Scab Leaf,train,PlantDoc_processed/apple_scab/image-00067.jpg
image-00068.jpg,apple_scab,apple,scab,Apple Scab Leaf,train,PlantDoc_processed/apple_scab/image-00068.jpg
image-00069.jpg,apple_scab,apple,scab,Apple Scab Leaf,train,PlantDoc_processed/apple_scab/image-00069.jpg
image-00070.jpg,apple_scab,apple,scab,Apple Scab Leaf,train,PlantDoc_processed/apple_scab/image-00070.jpg
image-00071.jpg,apple_scab,apple,scab,Apple Scab Leaf,train,PlantDoc_processed/apple_scab/image-00071.jpg
image-00072.jpg,apple_scab,apple,scab,Apple Scab Leaf,train,PlantDoc_processed/apple_scab/image-00072.jpg
image-00073.jpg,apple_scab,apple,scab,Apple Scab Leaf,train,PlantDoc_processed/apple_scab/image-00073.jpg
image-00074.jpg,apple_scab,apple,scab,Apple Scab Leaf,train,PlantDoc_processed/apple_scab/image-00074.jpg
image-00075.jpg,apple_scab,apple,scab,Apple Scab Leaf,train,PlantDoc_processed/apple_scab/image-00075.jpg
image-00076.jpg,apple_scab,apple,scab,Apple Scab Leaf,train,PlantDoc_processed/apple_scab/image-00076.jpg
image-00077.jpg,apple_scab,apple,scab,Apple Scab Leaf,train,PlantDoc_processed/apple_scab/image-00077.jpg
image-00078.jpg,apple_scab,apple,scab,Apple Scab Leaf,train,PlantDoc_processed/apple_scab/image-00078.jpg
image-00079.jpg,apple_scab,apple,scab,Apple Scab Leaf,train,PlantDoc_processed/apple_scab/image-00079.jpg
image-00080.jpg,apple_scab,apple,scab,Apple Scab Leaf,train,PlantDoc_processed/apple_scab/image-00080.jpg
